y,x0,x1,x2,x3,x4,x5
1.5,A0,A1,A0,75,5.0,4
4.0,A0,A3,A0,131,150.0,9
5.2,A0,A0,A0,116,125.0,3
2.45,A0,A1,A1,41,150.0,6
0.65,A0,A1,A0,45,150.0,10
2.999,A0,A5,A0,95,150.0,3
1.65,A0,A0,A0,75,150.0,8
0.0,A1,A0,A0,120,150.0,8
2.3,A0,A3,A0,125,150.0,6
15.999,A1,A4,A0,184,150.0,10
6.62,A0,A0,A0,150,125.0,7
2.0,A0,A1,A1,45,90.0,12
12.9,A0,A0,A0,143,125.0,6
0.2,A1,A3,A0,90,90.0,11
1.399,A0,A3,A0,131,150.0,10
3.35,A1,A3,A0,116,150.0,3
1.8,A1,A0,A0,90,150.0,7
5.999,A0,A5,A1,84,70.0,11
6.5,A0,A3,A0,143,125.0,8
0.8,A1,A8,A0,75,,0
1.9,A1,A3,A0,110,150.0,6
6.7,A0,A4,,200,125.0,9
2.2,A1,A3,A0,90,150.0,3
2.35,A1,A1,A1,116,150.0,11
5.4,A1,A3,A0,101,150.0,1
4.3,A0,A0,A0,140,150.0,5
3.69,A0,A4,A1,143,150.0,9
1.8,A1,A1,A1,54,125.0,1
1.5,A0,A4,A0,0,150.0,4
0.55,A1,A8,A0,0,150.0,4
8.5,A1,A7,A0,74,150.0,12
3.535,A1,A3,A0,140,150.0,9
8.9,A1,A3,A1,105,80.0,10
0.0,A1,A6,A2,0,5.0,8
6.8,A1,A2,A0,86,125.0,6
0.999,A1,A6,A0,98,150.0,6
1.9,A1,A8,A0,60,150.0,4
7.1,A0,A0,A0,140,,10
3.3,A1,A7,A0,82,125.0,4
0.0,A1,A4,A1,420,80.0,8
1.25,A0,A0,A0,150,150.0,6
0.0,A1,A8,A2,0,150.0,0
5.5,A0,A3,A0,150,125.0,6
6.6,A0,A1,A0,69,40.0,7
5.6,A0,A8,A0,105,150.0,11
5.7,A1,A7,A0,110,150.0,7
13.45,A0,A0,A0,163,125.0,9
4.6,A1,A0,A0,109,125.0,12
7.499,A0,A1,A0,95,90.0,11
2.19,A1,A0,A0,147,150.0,12
23.3,A0,A2,A0,170,80.0,10
0.889,A1,A0,A0,95,150.0,11
1.9,A0,A7,A0,116,150.0,5
3.25,A0,A8,A0,67,90.0,8
2.45,A0,A3,A0,101,150.0,0
3.5,A1,A7,A0,61,150.0,8
0.85,A0,A0,A1,122,150.0,2
0.349,A1,A5,A0,71,150.0,3
0.59,A1,A1,A0,54,150.0,4
1.8,A1,A8,A0,0,150.0,0
4.15,A0,A0,,72,125.0,4
21.5,A1,A7,A0,136,40.0,1
3.799,A1,A0,A0,163,150.0,10
22.9,A1,A2,A1,306,150.0,12
22.5,A0,A0,A0,136,90.0,1
1.0,A0,A0,A0,90,150.0,11
4.0,A1,A3,A0,177,150.0,3
1.2,A1,A1,A2,50,150.0,1
9.5,A1,,A1,180,80.0,10
0.0,A1,A0,A0,0,150.0,11
11.75,A0,A7,A0,136,60.0,8
8.9,A0,A0,A0,105,,8
1.2,A0,A4,A0,101,150.0,0
13.0,A1,A0,A0,226,50.0,7
1.5,A1,A1,A0,65,150.0,9
7.55,A1,A3,A1,170,150.0,5
22.5,A1,A5,A0,241,70.0,3
0.28,A0,A1,A0,45,150.0,0
6.4,A1,A3,A0,0,150.0,7
20.98,A0,A3,A0,140,40.0,8
1.857,A1,A0,A0,75,150.0,10
6.9,A1,A1,A0,163,150.0,11
1.1,A0,A4,A0,150,150.0,2
1.49,A1,A0,A0,75,150.0,10
0.3,A0,A4,A1,75,125.0,4
1.65,A1,A5,A0,75,150.0,3
11.8,A1,A7,A0,109,70.0,6
3.95,A0,A5,A0,110,150.0,7
3.989,A0,A5,A0,136,150.0,1
0.3,A1,A1,A0,54,150.0,2
16.9,A0,A1,A0,143,100.0,6
1.28,A1,A3,A0,101,125.0,12
2.5,A1,A1,A0,0,150.0,8
4.1,A1,A1,A1,100,150.0,5
2.05,A0,A3,A0,193,150.0,10
0.55,A1,A8,A1,122,150.0,12
19.35,A0,A7,A0,102,70.0,8
9.6,A1,A8,A2,0,70.0,5
1.5,A0,A3,A0,100,150.0,3
0.99,A0,A0,A0,75,150.0,3
11.8,A1,A0,A0,250,150.0,2
4.3,A1,A4,A0,200,125.0,0
5.0,A1,A1,A0,75,,11
12.9,A1,A0,A0,143,90.0,1
1.2,A0,A0,A0,86,150.0,7
1.98,A1,A3,A1,193,150.0,10
0.5,A0,unknown,A0,102,150.0,0
35.5,A1,A0,A1,300,20.0,11
1.7,A0,A1,A1,62,50.0,5
16.5,A0,A4,A0,241,80.0,6
16.8,A0,A0,A0,211,30.0,12
15.5,A0,A7,A1,131,150.0,6
7.5,A0,A0,A0,0,150.0,11
1.6,A0,A5,A0,131,125.0,12
4.5,A0,A2,A0,109,150.0,11
5.7,A0,A0,A1,204,150.0,12
1.8,A0,A0,,101,125.0,12
3.8,A0,A1,A0,115,150.0,11
5.5,A1,A0,A0,116,150.0,4
0.3,A0,A8,A0,0,70.0,11
15.45,A1,A7,A0,140,30.0,11
3.899,A0,A7,A0,200,150.0,6
1.899,A0,A0,A0,179,150.0,1
2.66,A1,A8,A0,130,150.0,2
1.15,A1,A0,A0,145,150.0,0
1.39,A0,A1,A0,60,150.0,5
3.2,A1,A7,A0,105,,3
8.6,A0,A3,A1,204,150.0,12
1.9,A0,A3,A1,163,150.0,12
0.68,A1,A1,A0,0,100.0,2
0.799,A0,A4,A0,95,150.0,5
8.999,A0,A0,A0,105,100.0,1
2.85,A0,A4,A0,150,,5
10.9,A1,A0,A0,231,,9
0.85,A1,A4,A0,154,150.0,5
13.89,A0,A5,A1,156,70.0,7
3.199,A0,A1,A0,65,50.0,6
2.75,A1,A7,A0,125,150.0,2
2.2,A1,A0,A0,143,150.0,1
2.85,A0,A0,A0,75,150.0,10
3.4,A0,A1,A0,58,90.0,9
0.95,A0,A1,A0,0,150.0,5
18.8,A0,A0,A0,116,40.0,6
0.95,A1,A1,A0,60,150.0,3
0.0,A1,A8,A2,0,150.0,0
14.89,A0,A3,,239,150.0,2
2.5,A1,A8,A0,101,150.0,0
1.85,A1,A1,A1,75,125.0,3
9.25,A0,A0,A0,125,80.0,3
2.5,A1,A6,A2,0,70.0,10
3.9,A0,A4,,105,150.0,5
4.399,A0,A3,A0,150,150.0,5
1.2,A0,A8,A2,0,5.0,0
6.0,A1,A3,,192,,6
0.3,A0,A6,A2,0,150.0,12
1.0,A0,A8,A0,90,150.0,0
4.684,A1,A3,A1,163,150.0,10
1.1,A1,A2,A0,141,125.0,8
5.8,A0,A2,A0,0,150.0,5
1.599,A1,A3,A0,150,150.0,1
2.35,A1,A3,A0,0,150.0,9
3.79,A0,A0,A0,116,150.0,5
0.0,A0,A5,A0,101,150.0,6
1.395,A1,A1,A0,60,125.0,7
6.2,A1,A0,A0,140,150.0,3
3.5,A0,A3,A2,102,125.0,10
3.8,A1,A8,A2,0,150.0,0
4.998,A0,A5,A0,116,150.0,6
2.5,A0,A0,A0,102,150.0,10
2.3,A0,A8,A2,0,150.0,11
2.7,A1,A0,A1,122,150.0,9
11.9,A1,A0,A0,143,125.0,6
27.85,A0,A8,A0,184,30.0,9
3.0,A1,A1,A0,140,150.0,4
0.0,A1,A1,A0,0,150.0,0
27.5,A0,A0,A0,136,30.0,12
11.0,A1,A3,A0,163,150.0,4
2.2,A0,A0,A0,143,150.0,4
4.321,A0,A3,A0,115,150.0,9
1.55,A1,A7,A0,141,150.0,6
5.499,A1,A0,A1,174,150.0,2
0.99,A0,A1,A0,60,150.0,8
2.999,A1,A0,,150,150.0,1
20.9,A0,A0,A1,197,100.0,3
4.8,A1,A3,A0,193,150.0,4
1.999,A0,A1,A0,75,150.0,10
0.899,A0,A1,A0,75,125.0,11
1.45,A1,A1,A2,43,150.0,12
7.3,A1,A0,A1,298,150.0,0
7.55,A1,A5,A0,204,90.0,12
4.5,A1,A0,,150,150.0,9
28.75,A1,A0,A1,245,100.0,10
2.75,A1,A0,A0,170,150.0,12
2.499,A1,A8,A0,65,100.0,7
2.2,A1,A0,A0,0,90.0,12
0.25,A1,A0,A0,90,150.0,0
15.9,A1,A3,A0,125,40.0,8
24.5,A1,A2,A1,313,50.0,6
2.5,A0,A7,A0,80,150.0,8
8.499,A1,A0,A0,100,80.0,11
7.5,A1,A2,A1,218,150.0,5
1.95,A0,A4,A1,0,150.0,7
4.9,A0,A7,A1,105,90.0,5
10.1,A0,A2,A1,239,100.0,12
2.7,A1,A3,A0,130,150.0,2
1.5,A1,A8,A0,163,150.0,5
0.555,A1,A1,A0,45,150.0,6
1.1,A1,A0,A0,150,150.0,1
2.99,A1,A8,A0,88,150.0,7
8.8,A0,A0,A0,105,150.0,9
7.199,A1,A3,A1,218,150.0,12
0.85,A0,A4,A0,75,150.0,7
8.5,A0,A7,A1,0,150.0,0
0.35,A1,A0,A1,0,150.0,0
9.9,A1,A3,A1,160,150.0,7
22.4,A1,A5,A1,231,125.0,6
6.2,A1,A1,A0,80,80.0,10
3.399,A0,A0,A0,140,150.0,10
1.25,A1,A0,A0,101,150.0,1
3.75,A0,A3,A0,101,150.0,3
3.65,A1,A7,A0,109,150.0,12
20.9,A1,A8,A0,150,20.0,2
0.9,A1,A1,A0,25,60.0,3
3.25,A1,A0,A1,90,80.0,9
1.95,A0,A7,A0,116,150.0,6
9.0,A1,A0,A1,199,30.0,5
3.3,A0,A3,A0,163,150.0,3
3.5,A1,A0,A0,179,150.0,6
14.4,A0,A0,A0,260,125.0,6
3.35,A0,A1,A0,116,150.0,10
3.5,A1,A8,A0,180,150.0,1
0.099,A0,A1,A0,75,150.0,11
0.199,A1,A0,A0,116,150.0,10
0.4,A1,A1,A0,0,125.0,12
1.999,A0,A3,A0,102,150.0,10
1.7,A1,A1,A0,50,125.0,0
0.0,A0,A0,A0,116,150.0,4
5.35,A0,A8,A0,90,150.0,0
1.35,A1,A1,A0,82,150.0,12
34.5,A1,A5,A1,265,40.0,6
12.9,A1,A7,A0,92,40.0,1
5.0,A0,A7,A0,105,150.0,10
3.7,A1,A1,A0,102,125.0,7
15.85,A0,A0,A0,163,50.0,7
1.9,A1,A1,A0,75,125.0,8
1.7,A0,A0,A1,102,150.0,10
1.4,A0,A7,,101,125.0,3
0.65,A1,A0,A0,150,150.0,12
1.25,A1,A1,A0,65,,6
0.0,A1,A3,A1,170,150.0,10
0.65,A1,A3,A2,75,150.0,5
5.0,A1,A7,A0,105,150.0,11
0.999,A1,A1,A0,55,150.0,0
18.5,A0,A5,,239,150.0,6
0.85,A1,A5,A0,110,125.0,3
1.25,A1,A8,A0,75,150.0,5
17.99,A1,A3,A0,120,50.0,2
0.4,A0,A1,A0,60,70.0,11
4.2,A0,A3,A0,0,150.0,0
1.29,A0,A0,A0,101,150.0,1
0.899,A1,A1,A0,45,150.0,9
1.65,A0,A0,A0,125,150.0,5
10.5,A1,A2,A1,150,125.0,8
0.5,A0,,A0,136,150.0,9
1.15,A0,A1,A0,54,80.0,10
8.6,A0,A3,A1,0,125.0,1
1.05,A1,A0,A0,75,100.0,9
8.999,A1,A7,A0,86,60.0,10
0.8,A1,A0,A0,0,150.0,12
0.95,A0,A1,A0,44,150.0,3
2.22,A1,A1,A0,69,90.0,2
0.949,A0,A0,A0,125,150.0,5
3.5,A0,A1,A0,75,100.0,9
3.2,A1,A3,,0,150.0,2
0.001,A0,A3,A0,136,150.0,0
13.699,A1,A4,A1,218,150.0,4
2.4,A1,A7,A0,2,150.0,0
0.999,A1,A1,A0,60,90.0,9
14.8,A1,A0,A0,20,70.0,7
0.0,A1,A3,A1,150,150.0,2
8.6,A0,A1,A0,250,150.0,11
0.4,A1,A3,A0,75,150.0,6
1.2,A1,A0,,90,150.0,1
3.45,A0,A1,A0,54,90.0,9
1.0,A1,A1,A0,75,150.0,3
0.7,A0,A1,A0,56,125.0,11
0.75,A0,A0,A0,60,150.0,9
2.65,A0,A0,A0,75,150.0,3
2.99,A0,A1,,75,100.0,5
5.89,A0,A1,A0,75,90.0,0
2.29,A0,A0,A0,118,150.0,3
5.5,A0,A5,A0,170,150.0,9
3.0,A1,A8,A2,125,150.0,0
1.5,A1,A8,A0,50,125.0,8
17.5,A0,A7,A1,102,150.0,11
0.7,A1,A1,,90,150.0,8
12.5,A1,A0,A1,190,150.0,2
3.9,A0,A6,A0,60,150.0,10
12.5,A0,A0,A1,235,150.0,6
1.39,A0,A0,A1,193,150.0,8
0.25,A1,A8,A0,101,150.0,0
6.15,A0,A3,A1,177,150.0,8
20.8,A0,A7,A1,150,150.0,4
1.6,A0,A0,A0,150,150.0,12
11.5,A1,A0,A0,116,60.0,2
2.2,A1,A3,A0,116,150.0,6
1.7,A0,A0,A0,50,125.0,6
2.75,A1,A1,A0,101,150.0,10
0.0,A0,A8,A1,0,150.0,4
0.07,A0,A8,A2,0,10.0,10
0.75,A0,A7,A0,63,125.0,6
1.0,A1,A1,A0,58,150.0,3
5.999,A1,A0,A0,109,50.0,3
11.5,A0,A1,A0,69,30.0,12
0.45,A1,A1,A0,45,150.0,1
5.2,A1,A1,A0,80,,6
24.5,A1,A5,A1,326,90.0,5
6.0,A0,A0,A0,140,150.0,11
4.666,A1,A0,A1,211,150.0,1
13.89,A1,A2,A0,136,70.0,3
0.0,A0,A8,A0,0,60.0,11
9.45,A0,A5,A0,116,60.0,3
11.5,A1,A4,A1,180,70.0,6
5.9,A0,A3,A0,125,150.0,6
0.65,A1,A1,A0,54,150.0,10
1.2,A0,A1,A0,64,150.0,0
0.59,A0,A0,A0,75,150.0,4
30.0,A1,A5,A0,35,5.0,7
6.0,A0,A4,A0,150,150.0,1
0.0,A0,A8,A0,45,90.0,5
1.099,A0,A3,A0,125,150.0,9
0.8,A0,A8,,85,5.0,0
15.2,A0,A0,A0,170,150.0,4
6.85,A0,A0,A0,150,150.0,5
0.8,A1,A1,A1,101,150.0,1
20.5,A1,A5,A0,98,20.0,4
5.25,A0,A7,A0,101,150.0,12
1.0,A0,A1,A0,75,150.0,0
1.8,A0,A1,A1,102,125.0,12
16.5,A1,A2,A1,306,150.0,6
10.0,A0,A3,A0,105,150.0,8
1.99,A0,A0,A0,101,150.0,3
3.0,A1,A7,A0,101,125.0,9
2.295,A0,A5,A1,54,100.0,5
1.85,A1,A1,A0,68,150.0,9
0.56,A0,A1,A0,60,125.0,1
2.35,A1,A7,A0,0,150.0,9
1.55,A0,A1,A0,94,80.0,12
0.0,A0,A5,A0,116,150.0,1
2.45,A0,A3,A0,125,150.0,6
3.4,A1,A0,A0,143,150.0,3
5.0,A1,A4,A0,150,80.0,12
3.0,A1,A0,A0,84,125.0,3
1.48,A0,A8,A0,101,150.0,4
2.4,A0,A3,A0,129,150.0,4
15.96,A1,A0,A0,211,125.0,4
1.699,A0,A1,A0,50,150.0,3
1.95,A0,A8,A0,101,150.0,3
2.55,A0,A0,A0,115,150.0,7
3.95,A1,A1,A0,75,150.0,4
1.75,A1,A1,A1,75,50.0,9
5.2,A0,A1,A0,90,150.0,10
3.9,A1,A1,A0,68,90.0,11
1.6,A0,A5,,132,150.0,7
2.35,A1,A1,A1,58,125.0,7
11.0,A0,A8,A0,0,20.0,11
1.25,A1,A5,A0,75,150.0,8
1.99,A1,A7,A0,109,,3
0.0,A0,A1,A2,0,125.0,0
4.15,A0,A1,A0,101,150.0,9
9.75,A0,A2,A0,140,150.0,8
9.5,A0,A0,A0,177,125.0,6
1.29,A1,A0,A0,75,150.0,4
0.8,A0,A3,A0,116,150.0,3
0.7,A1,A8,A0,102,150.0,4
6.199,A0,A0,A0,179,150.0,6
26.8,A0,A2,A1,156,150.0,6
0.55,A0,A7,A1,0,150.0,6
11.8,A0,A7,A0,140,70.0,3
8.7,A0,A3,A1,170,125.0,12
0.0,A1,A8,A2,0,150.0,0
3.4,A1,A0,A0,101,150.0,3
1.75,A0,A8,A0,100,150.0,0
23.0,A0,A0,A1,204,125.0,4
3.0,A0,A3,A0,116,150.0,12
0.85,A0,A0,A0,90,150.0,3
11.9,A0,A3,A1,235,150.0,6
1.399,A1,A3,A0,150,150.0,6
2.3,A0,A0,A0,113,150.0,6
4.998,A0,A1,A0,80,125.0,7
1.25,A1,A4,A0,125,150.0,4
1.35,A0,A5,A0,75,80.0,7
0.35,A0,A8,A2,0,150.0,10
3.925,A0,A5,A0,116,125.0,3
10.799,A1,A7,A0,105,90.0,4
13.39,A0,A1,A0,86,30.0,1
2.7,A1,A0,A0,41,,8
4.1,A0,A1,A0,90,150.0,12
6.5,A1,A3,A1,150,150.0,1
6.5,A0,A0,A0,109,125.0,7
4.0,A1,A7,A0,140,150.0,10
2.05,A0,A0,A0,0,150.0,8
0.75,A1,A4,A1,150,125.0,10
5.8,A1,A0,A1,286,150.0,5
0.45,A1,A3,A0,118,5.0,0
17.999,A1,A2,A1,163,150.0,12
13.7,A0,A0,A1,328,150.0,11
3.8,A1,A3,,75,150.0,6
18.5,A0,A3,A0,122,30.0,11
6.19,A0,A3,A0,150,150.0,11
1.2,A0,A3,A0,0,150.0,0
0.25,A0,A0,A0,0,150.0,0
2.5,A1,A1,,136,150.0,12
0.35,A0,A1,A0,55,150.0,6
0.999,A1,A1,A0,50,90.0,2
2.4,A1,A8,A0,75,125.0,2
1.2,A0,A1,A0,60,,8
8.495,A0,A3,A0,140,150.0,4
3.799,A0,A0,A0,122,150.0,11
2.0,A1,A7,A0,137,,12
2.0,A1,A0,A0,101,125.0,11
2.35,A0,A7,A0,90,150.0,9
1.2,A0,A1,A0,60,150.0,11
3.999,A0,A0,A0,101,150.0,9
0.8,A1,A8,A0,90,90.0,8
4.5,A0,A1,A0,75,150.0,10
8.19,A0,A0,A0,110,150.0,9
16.0,A0,A0,A0,265,150.0,3
0.65,A1,A8,A0,0,90.0,12
1.75,A0,A3,A1,150,150.0,9
0.0,A1,A6,A0,0,5.0,3
2.222,A1,A6,A0,0,150.0,0
3.5,A0,A0,A0,109,150.0,3
2.8,A0,A0,A0,116,150.0,3
4.8,A1,A6,A0,69,,0
0.75,A0,A1,A0,50,100.0,6
1.799,A1,A3,A0,90,150.0,3
0.49,A0,A1,A0,58,,0
10.998,A1,A0,A1,150,125.0,4
10.3,A1,A0,A0,99,50.0,7
1.35,A1,A0,A0,90,150.0,10
3.3,A1,A0,A1,143,150.0,5
2.75,A1,A7,A1,170,150.0,9
1.2,A1,A1,A0,75,150.0,10
2.95,A0,A0,A0,140,150.0,4
21.9,A1,A7,A0,179,60.0,9
5.85,A0,A1,A0,68,40.0,3
1.099,A1,A1,A0,0,150.0,6
6.299,A0,A2,A0,165,150.0,3
1.35,A0,A1,A0,54,150.0,6
2.4,A0,A1,A0,80,150.0,1
1.65,A1,A3,A1,170,150.0,3
3.75,A1,A5,A0,90,125.0,2
2.7,A1,A8,A0,0,20.0,10
3.5,A1,A3,A1,170,150.0,7
1.2,A1,A1,A0,60,150.0,10
1.199,A1,A0,A0,155,150.0,5
13.4,A0,A3,A1,224,150.0,7
1.1,A1,A5,A2,118,150.0,5
3.0,A1,A0,A0,102,150.0,6
1.0,A0,A3,A0,125,150.0,7
6.149,A0,A1,A0,95,40.0,9
3.1,A1,A3,A0,150,150.0,11
0.65,A0,A1,A0,0,150.0,0
5.62,A0,A1,A0,69,30.0,12
0.0,A0,A8,A2,0,90.0,0
5.0,A0,A3,A0,105,150.0,12
3.499,A1,A7,A0,90,125.0,4
2.199,A0,A0,A0,0,150.0,11
3.9,A0,A0,A0,116,150.0,10
3.35,A1,A0,A1,145,150.0,6
1.3,A1,A0,A0,147,150.0,2
3.1,A0,A1,A0,75,150.0,10
20.5,A0,A2,A1,166,30.0,9
3.5,A1,A3,A0,0,125.0,7
6.499,A0,A5,A0,120,80.0,10
2.9,A1,A0,,118,150.0,5
3.0,A1,A1,A0,64,90.0,8
3.6,A0,A5,A2,136,150.0,0
0.95,A1,A1,A0,60,150.0,6
4.5,A1,A4,A0,143,100.0,3
15.0,A0,A0,A0,140,80.0,11
3.5,A1,A3,A1,150,150.0,0
3.75,A0,A0,A0,167,150.0,10
1.9,A1,A0,A0,101,150.0,6
11.9,A1,A3,A1,200,90.0,8
7.79,A0,A1,A0,86,50.0,8
3.8,A1,A7,A0,113,150.0,11
12.0,A1,A2,A1,86,20.0,2
7.5,A1,A1,A1,71,40.0,4
5.95,A1,A0,A0,86,100.0,6
2.399,A1,A0,A0,54,150.0,12
0.45,A1,A3,A0,103,150.0,3
0.95,A0,A0,A1,141,150.0,12
9.5,A1,A0,A1,177,150.0,2
3.25,A1,A1,A0,101,150.0,6
10.15,A1,A3,A2,114,90.0,12
16.7,A0,A2,A1,218,,1
0.999,A0,A3,A0,150,150.0,10
0.8,A0,A6,A0,125,150.0,9
0.7,A0,A1,A0,45,150.0,6
0.5,A1,A3,A1,120,150.0,5
6.9,A1,A3,A0,185,150.0,5
0.0,A1,A8,A0,75,150.0,7
3.333,A1,A3,A1,192,150.0,5
1.6,A0,A3,A0,103,150.0,0
2.15,A1,A1,A0,75,150.0,5
1.299,A0,A3,A1,110,100.0,8
3.29,A0,A1,A0,70,125.0,8
23.9,A1,A2,A1,205,70.0,5
4.65,A0,A1,A0,101,150.0,10
0.25,A0,A1,A0,80,150.0,1
12.0,A0,A3,A0,105,125.0,6
1.2,A1,A0,A1,0,150.0,7
5.299,A1,A0,A0,193,100.0,10
1.85,A0,A0,A0,165,150.0,4
0.35,A0,A8,A0,101,150.0,6
0.8,A0,A1,A0,50,150.0,11
0.39,A1,A1,A0,58,150.0,3
0.579,A1,A8,A2,0,150.0,0
0.15,A0,A3,A0,90,30.0,0
0.5,A1,A0,A0,69,150.0,8
12.5,A1,A7,A0,92,60.0,9
1.55,A1,A1,A0,68,150.0,10
0.7,A0,A0,A0,88,150.0,9
0.799,A0,A1,A0,60,150.0,2
9.85,A0,A0,A1,224,150.0,2
1.9,A0,A4,A1,193,150.0,7
0.6,A0,A0,A0,90,125.0,4
6.5,A0,A3,A0,140,150.0,1
0.999,A0,A1,A1,60,125.0,12
0.75,A0,A1,A0,0,125.0,5
15.0,A1,A5,A0,68,125.0,6
15.8,A1,A0,A0,274,40.0,8
27.49,A0,A3,,435,150.0,9
2.4,A0,A7,A0,72,100.0,1
0.999,A1,A0,A0,101,150.0,4
4.0,A1,A0,A1,218,150.0,9
6.84,A1,A3,A0,140,150.0,7
11.2,A1,A0,A0,122,50.0,5
12.899,A1,A4,A1,160,70.0,5
1.59,A1,A0,A0,105,150.0,5
1.55,A1,A1,A0,75,150.0,5
6.2,A0,A0,A1,131,150.0,2
0.999,A1,A7,A0,0,125.0,1
10.499,A0,A3,A0,140,70.0,7
10.55,A0,A3,A1,131,90.0,2
14.99,A1,A7,A0,131,150.0,12
0.7,A0,A1,A0,50,150.0,9
1.05,A0,A3,A0,125,150.0,0
0.6,A0,A8,A0,102,150.0,4
3.0,A0,A1,A0,64,125.0,1
3.8,A0,A3,A0,116,125.0,12
9.89,A1,A7,A1,102,150.0,9
12.9,A0,A3,A0,122,90.0,0
1.475,A0,A3,A0,90,125.0,0
4.25,A0,A3,A0,122,150.0,6
5.79,A0,A3,A0,150,150.0,7
1.65,A0,A1,A0,23,60.0,2
5.29,A1,A0,A0,105,150.0,2
1.0,A1,A8,,88,150.0,0
22.99,A0,A4,A2,333,90.0,6
15.95,A0,A5,A0,140,60.0,7
0.0,A1,A0,A2,120,150.0,12
2.5,A1,A1,A0,0,150.0,0
1.3,A1,A1,A0,60,150.0,4
6.49,A1,A3,A0,131,150.0,8
15.0,A0,A2,A0,150,30.0,4
0.05,A0,A1,A0,0,150.0,5
6.4,A1,A1,A0,69,50.0,5
5.8,A0,A0,A0,150,125.0,10
0.17,A1,A1,A0,60,150.0,7
1.4,A0,A5,A0,75,150.0,8
5.3,A0,A3,A0,95,150.0,3
0.85,A1,A1,A0,90,150.0,0
0.7,A1,A4,A0,150,60.0,0
0.67,A1,A1,A0,54,150.0,8
0.5,A0,A0,A0,136,150.0,6
0.8,A0,A8,A1,0,150.0,0
0.599,A1,A3,A0,60,150.0,8
0.45,A0,A3,A1,0,150.0,6
2.0,A0,A6,A1,9,5.0,12
0.001,A0,A7,A0,117,150.0,8
2.99,A0,A0,A1,95,150.0,5
249.0,A1,A4,A0,500,5.0,3
1.1,A1,A8,A1,45,150.0,0
0.8,A1,A6,A0,104,150.0,12
0.85,A1,A0,A0,90,150.0,8
3.59,A1,A7,A0,114,150.0,11
1.5,A0,A3,A0,116,150.0,12
0.449,A0,A3,A1,100,150.0,10
5.8,A0,A3,A1,150,150.0,11
1.75,A0,A0,A0,101,150.0,1
27.82,A1,A3,A0,177,70.0,8
1.7,A1,A3,A2,131,150.0,2
6.0,A0,A3,A0,163,150.0,12
1.5,A1,A8,A0,101,150.0,9
5.39,A1,A0,A0,179,150.0,5
2.1,A1,A3,A0,126,150.0,10
6.59,A0,A1,A0,95,,3
10.0,A0,A3,,102,30.0,8
5.445,A1,A0,A0,109,150.0,11
0.35,A0,A1,A0,60,125.0,4
4.9,A1,A8,A0,105,150.0,11
0.5,A1,A3,A0,90,150.0,4
1.2,A1,A1,A0,0,150.0,0
1.3,A0,A1,A0,0,150.0,5
0.7,A1,A5,A0,90,150.0,2
1.199,A0,A3,A0,115,150.0,5
2.8,A1,A0,A0,122,150.0,12
58.5,A1,A4,A0,325,,7
2.8,A0,A7,A0,110,100.0,10
1.0,A0,A1,A0,169,150.0,1
4.65,A0,A3,A0,109,150.0,8
10.9,A0,A0,A0,116,80.0,2
2.45,A1,A1,A1,75,125.0,6
9.5,A0,A7,A0,141,70.0,6
2.0,A1,A1,A0,84,150.0,11
1.499,A1,A1,A0,58,150.0,9
0.5,A0,A8,A0,60,150.0,5
7.9,A1,A3,A0,170,150.0,12
19.999,A0,A3,A1,177,150.0,6
5.5,A0,A0,A1,143,150.0,7
3.4,A0,A3,A0,82,150.0,7
3.65,A1,A1,A0,75,90.0,7
1.2,A0,A8,A0,140,150.0,5
8.95,A0,A3,A0,105,100.0,4
2.85,A1,A1,A0,80,150.0,1
4.75,A0,A3,A1,170,150.0,6
0.995,A0,A3,A0,125,150.0,9
0.6,A1,A1,A0,45,150.0,3
0.6,A1,A3,A0,95,150.0,5
0.4,A1,A1,A0,100,150.0,9
3.899,A1,A1,A0,73,60.0,7
0.0,A1,A8,A2,0,150.0,0
2.95,A1,A7,A0,95,150.0,4
0.4,A1,A8,A0,90,80.0,7
0.5,A0,A1,A0,50,150.0,3
4.5,A0,A0,A2,0,150.0,8
3.45,A0,A5,A0,101,,6
2.5,A1,A2,A0,139,150.0,7
4.65,A1,A1,A0,101,80.0,6
17.0,A1,A7,A1,109,60.0,5
1.85,A1,A1,A0,0,125.0,11
0.65,A0,A3,A1,75,150.0,6
9.0,A0,A5,A0,150,150.0,5
2.5,A1,A3,A1,116,150.0,0
6.8,A0,A0,A0,150,150.0,5
0.7,A0,A1,A0,54,125.0,9
0.35,A1,A1,A0,75,150.0,0
3.8,A0,A3,A0,105,150.0,7
0.8,A0,A0,A0,105,150.0,0
0.699,A0,A1,A2,58,150.0,8
0.95,A0,A3,A0,90,150.0,6
25.9,A0,A2,A1,290,80.0,12
0.5,A0,A8,A0,100,150.0,7
14.9,A0,A0,A0,218,150.0,10
23.95,A0,A4,A1,170,80.0,4
5.999,A1,A0,A0,70,150.0,10
7.4,A1,A1,A0,150,70.0,3
1.3,A1,A0,A1,286,150.0,9
0.7,A1,A1,A0,135,150.0,9
0.9,A1,A3,A2,90,150.0,0
1.8,A0,A5,A0,108,150.0,8
0.001,A0,A0,A2,0,150.0,2
5.499,A0,A0,A0,116,150.0,12
1.7,A1,A1,A0,90,150.0,10
1.65,A1,A0,A0,90,150.0,4
2.5,A1,A3,A0,133,150.0,12
0.0,A1,A1,A0,0,150.0,11
